"ID","地名","属性","形状","緯度","経度","緯度2","経度2","出典","出典詳細","備考"
511,"和気郡",3,1,,,,,"式内社","郡",
512,"亘理郡 ",3,1,,,,,"式内社","郡",
513,"惠奈郡",3,1,,,,,"式内社","郡",
514,"礪波郡",3,1,,,,,"式内社","郡",
515,"蘆品郡 ",3,1,,,,,"式内社","郡",
516,"邇摩郡",3,1,,,,,"式内社","郡",
517,"阿波",2,1,,,,,"大日本地名辞書","国",
518,"安芸",2,1,,,,,"大日本地名辞書","国",
519,"安房",2,1,,,,,"大日本地名辞書","国",
520,"伊賀",2,1,,,,,"大日本地名辞書","国",
521,"伊勢",2,1,,,,,"大日本地名辞書","国",
522,"伊豆",2,1,,,,,"大日本地名辞書","国",
523,"伊予",2,1,,,,,"大日本地名辞書","国",
524,"壱岐",2,1,,,,,"大日本地名辞書","国",
525,"因幡",2,1,,,,,"大日本地名辞書","国",
526,"隠岐",2,1,,,,,"大日本地名辞書","国",
527,"羽後",2,1,,,,,"大日本地名辞書","国",
528,"羽前",2,1,,,,,"大日本地名辞書","国",
529,"越後",2,1,,,,,"大日本地名辞書","国",
530,"越前",2,1,,,,,"大日本地名辞書","国",
531,"越中",2,1,,,,,"大日本地名辞書","国",
532,"遠江",2,1,,,,,"大日本地名辞書","国",
533,"下総",2,1,,,,,"大日本地名辞書","国",
534,"下野",2,1,,,,,"大日本地名辞書","国",
535,"加賀",2,1,,,,,"大日本地名辞書","国",
536,"河内",2,1,,,,,"大日本地名辞書","国",
537,"樺太",2,1,,,,,"大日本地名辞書","国",
538,"岩代",2,1,,,,,"大日本地名辞書","国",
539,"紀伊",2,1,,,,,"大日本地名辞書","国",
540,"近江",2,1,,,,,"大日本地名辞書","国",
541,"釧路",2,1,,,,,"大日本地名辞書","国",
542,"後志",2,1,,,,,"大日本地名辞書","国",
543,"甲斐",2,1,,,,,"大日本地名辞書","国",
544,"根室",2,1,,,,,"大日本地名辞書","国",
545,"佐渡",2,1,,,,,"大日本地名辞書","国",
546,"薩摩",2,1,,,,,"大日本地名辞書","国",
547,"三河",2,1,,,,,"大日本地名辞書","国",
548,"山城",2,1,,,,,"大日本地名辞書","国",
549,"讃岐",2,1,,,,,"大日本地名辞書","国",
550,"志摩",2,1,,,,,"大日本地名辞書","国",
551,"若狭",2,1,,,,,"大日本地名辞書","国",
552,"周防",2,1,,,,,"大日本地名辞書","国",
553,"十勝",2,1,,,,,"大日本地名辞書","国",
554,"出雲",2,1,,,,,"大日本地名辞書","国",
555,"駿河",2,1,,,,,"大日本地名辞書","国",
556,"上総",2,1,,,,,"大日本地名辞書","国",
557,"上野",2,1,,,,,"大日本地名辞書","国",
558,"常陸",2,1,,,,,"大日本地名辞書","国",
559,"信濃",2,1,,,,,"大日本地名辞書","国",
560,"石見",2,1,,,,,"大日本地名辞書","国",
561,"石狩",2,1,,,,,"大日本地名辞書","国",
562,"摂津",2,1,,,,,"大日本地名辞書","国",
563,"千島",2,1,,,,,"大日本地名辞書","国",
564,"相摸",2,1,,,,,"大日本地名辞書","国",
565,"対馬",2,1,,,,,"大日本地名辞書","国",
566,"大隅",2,1,,,,,"大日本地名辞書","国",
567,"大和",2,1,,,,,"大日本地名辞書","国",
568,"但馬",2,1,,,,,"大日本地名辞書","国",
569,"丹後",2,1,,,,,"大日本地名辞書","国",
570,"丹波",2,1,,,,,"大日本地名辞書","国",
571,"淡路",2,1,,,,,"大日本地名辞書","国",
572,"胆振",2,1,,,,,"大日本地名辞書","国",
573,"筑後",2,1,,,,,"大日本地名辞書","国",
574,"筑前",2,1,,,,,"大日本地名辞書","国",
575,"長門",2,1,,,,,"大日本地名辞書","国",
576,"天塩",2,1,,,,,"大日本地名辞書","国",
577,"渡島",2,1,,,,,"大日本地名辞書","国",
578,"土佐",2,1,,,,,"大日本地名辞書","国",
579,"日向",2,1,,,,,"大日本地名辞書","国",
580,"日高",2,1,,,,,"大日本地名辞書","国",
581,"能登",2,1,,,,,"大日本地名辞書","国",
582,"播磨",2,1,,,,,"大日本地名辞書","国",
583,"伯耆",2,1,,,,,"大日本地名辞書","国",
584,"磐城",2,1,,,,,"大日本地名辞書","国",
585,"肥後",2,1,,,,,"大日本地名辞書","国",
586,"肥前",2,1,,,,,"大日本地名辞書","国",
587,"飛騨",2,1,,,,,"大日本地名辞書","国",
588,"備後",2,1,,,,,"大日本地名辞書","国",
589,"備前",2,1,,,,,"大日本地名辞書","国",
590,"備中",2,1,,,,,"大日本地名辞書","国",
591,"尾張",2,1,,,,,"大日本地名辞書","国",
592,"美作",2,1,,,,,"大日本地名辞書","国",
593,"美濃",2,1,,,,,"大日本地名辞書","国",
594,"武蔵",2,1,,,,,"大日本地名辞書","国",
595,"豊後",2,1,,,,,"大日本地名辞書","国",
596,"豊前",2,1,,,,,"大日本地名辞書","国",
597,"北海道",2,1,,,,,"大日本地名辞書","国",
598,"北見",2,1,,,,,"大日本地名辞書","国",
599,"陸奥",2,1,,,,,"大日本地名辞書","国",
600,"陸前",2,1,,,,,"大日本地名辞書","国",
601,"陸中",2,1,,,,,"大日本地名辞書","国",
602,"琉球",2,1,,,,,"大日本地名辞書","国",
603,"和泉",2,1,,,,,"大日本地名辞書","国",
604,"阿賀郡",3,1,,,,,"大日本地名辞書","郡",
605,"阿寒郡",3,1,,,,,"大日本地名辞書","郡",
606,"阿山郡",3,1,,,,,"大日本地名辞書","郡",
607,"阿蘇郡",3,1,,,,,"大日本地名辞書","郡",
608,"阿波郡",3,1,,,,,"大日本地名辞書","郡",
609,"阿武郡",3,1,,,,,"大日本地名辞書","郡",
610,"愛甲郡",3,1,,,,,"大日本地名辞書","郡",
611,"愛知郡",3,1,,,,,"大日本地名辞書","郡",
612,"愛宕郡",3,1,,,,,"大日本地名辞書","郡",
613,"姶良郡",3,1,,,,,"大日本地名辞書","郡",
614,"渥美郡",3,1,,,,,"大日本地名辞書","郡",
615,"葦北郡",3,1,,,,,"大日本地名辞書","郡",
616,"虻田郡",3,1,,,,,"大日本地名辞書","郡",
617,"綾歌郡",3,1,,,,,"大日本地名辞書","郡",
618,"安芸郡",3,1,,,,,"大日本地名辞書","郡",
619,"安佐郡",3,1,,,,,"大日本地名辞書","郡",
620,"安積郡",3,1,,,,,"大日本地名辞書","郡",
621,"安蘇郡",3,1,,,,,"大日本地名辞書","郡",
622,"安達郡",3,1,,,,,"大日本地名辞書","郡",
623,"安曇郡",3,1,,,,,"大日本地名辞書","郡",
624,"安濃郡",3,1,,,,,"大日本地名辞書","郡",
625,"安倍郡",3,1,,,,,"大日本地名辞書","郡",
626,"安八郡",3,1,,,,,"大日本地名辞書","郡",
627,"安房郡",3,1,,,,,"大日本地名辞書","郡",
628,"庵原郡",3,1,,,,,"大日本地名辞書","郡",
629,"鞍手郡",3,1,,,,,"大日本地名辞書","郡",
630,"伊具郡",3,1,,,,,"大日本地名辞書","郡",
631,"伊香郡",3,1,,,,,"大日本地名辞書","郡",
632,"伊佐郡",3,1,,,,,"大日本地名辞書","郡",
633,"伊達郡",3,1,,,,,"大日本地名辞書","郡",
634,"伊都郡",3,1,,,,,"大日本地名辞書","郡",
635,"伊豆諸島",3,1,,,,,"大日本地名辞書","郡",
636,"伊奈郡",3,1,,,,,"大日本地名辞書","郡",
637,"伊予郡",3,1,,,,,"大日本地名辞書","郡",
638,"夷隅郡",3,1,,,,,"大日本地名辞書","郡",
639,"意宇郡",3,1,,,,,"大日本地名辞書","郡",
640,"磯城郡",3,1,,,,,"大日本地名辞書","郡",
641,"磯谷郡",3,1,,,,,"大日本地名辞書","郡",
642,"壱志郡",3,1,,,,,"大日本地名辞書","郡",
643,"稲敷郡",3,1,,,,,"大日本地名辞書","郡",
644,"稲葉郡",3,1,,,,,"大日本地名辞書","郡",
645,"茨城郡",3,1,,,,,"大日本地名辞書","郡",
646,"印南郡",3,1,,,,,"大日本地名辞書","郡",
647,"印旛郡",3,1,,,,,"大日本地名辞書","郡",
648,"員弁郡",3,1,,,,,"大日本地名辞書","郡",
649,"引佐郡",3,1,,,,,"大日本地名辞書","郡",
650,"宇佐郡",3,1,,,,,"大日本地名辞書","郡",
651,"宇治郡",3,1,,,,,"大日本地名辞書","郡",
652,"宇陀郡",3,1,,,,,"大日本地名辞書","郡",
653,"宇智郡",3,1,,,,,"大日本地名辞書","郡",
654,"宇土郡",3,1,,,,,"大日本地名辞書","郡",
655,"宇摩郡",3,1,,,,,"大日本地名辞書","郡",
656,"羽咋郡",3,1,,,,,"大日本地名辞書","郡",
657,"羽島郡",3,1,,,,,"大日本地名辞書","郡",
658,"雨龍郡",3,1,,,,,"大日本地名辞書","郡",
659,"碓氷郡",3,1,,,,,"大日本地名辞書","郡",
660,"臼杵郡",3,1,,,,,"大日本地名辞書","郡",
661,"浦河郡",3,1,,,,,"大日本地名辞書","郡",
662,"荏原郡",3,1,,,,,"大日本地名辞書","郡",
663,"英田郡",3,1,,,,,"大日本地名辞書","郡",
664,"益城郡",3,1,,,,,"大日本地名辞書","郡",
665,"益田郡",3,1,,,,,"大日本地名辞書","郡",
666,"越智郡",3,1,,,,,"大日本地名辞書","郡",
667,"猿島郡",3,1,,,,,"大日本地名辞書","郡",
668,"遠賀",3,1,,,,,"大日本地名辞書","郡",
669,"遠賀郡",3,1,,,,,"大日本地名辞書","郡",
670,"遠田郡",3,1,,,,,"大日本地名辞書","郡",
671,"遠敷郡",3,1,,,,,"大日本地名辞書","郡",
672,"塩谷郡",3,1,,,,,"大日本地名辞書","郡",
673,"奥尻郡",3,1,,,,,"大日本地名辞書","郡",
674,"牡鹿郡",3,1,,,,,"大日本地名辞書","郡",
675,"乙訓郡",3,1,,,,,"大日本地名辞書","郡",
676,"温泉郡",3,1,,,,,"大日本地名辞書","郡",
677,"穏地郡",3,1,,,,,"大日本地名辞書","郡",
678,"下京",3,1,,,,,"大日本地名辞書","郡",
679,"下高井郡",3,1,,,,,"大日本地名辞書","郡",
680,"下新川郡",3,1,,,,,"大日本地名辞書","郡",
681,"下谷区",3,1,,,,,"大日本地名辞書","郡",
682,"下道郡",3,1,,,,,"大日本地名辞書","郡",
683,"下閉伊郡",3,1,,,,,"大日本地名辞書","郡",
684,"下毛郡",3,1,,,,,"大日本地名辞書","郡",
685,"加賀郡",3,1,,,,,"大日本地名辞書","郡",
686,"加古郡",3,1,,,,,"大日本地名辞書","郡",
687,"加佐郡",3,1,,,,,"大日本地名辞書","郡",
688,"加美郡",3,1,,,,,"大日本地名辞書","郡",
689,"加茂郡",3,1,,,,,"大日本地名辞書","郡",
690,"可児郡",3,1,,,,,"大日本地名辞書","郡",
691,"嘉穂郡",3,1,,,,,"大日本地名辞書","郡",
692,"歌棄郡",3,1,,,,,"大日本地名辞書","郡",
693,"河芸郡",3,1,,,,,"大日本地名辞書","郡",
694,"河沼郡",3,1,,,,,"大日本地名辞書","郡",
695,"河西郡",3,1,,,,,"大日本地名辞書","郡",
696,"河東郡",3,1,,,,,"大日本地名辞書","郡",
697,"河内郡",3,1,,,,,"大日本地名辞書","郡",
698,"河辺郡",3,1,,,,,"大日本地名辞書","郡",
699,"河北郡",3,1,,,,,"大日本地名辞書","郡",
700,"花咲郡",3,1,,,,,"大日本地名辞書","郡",
701,"賀茂郡",3,1,,,,,"大日本地名辞書","郡",
702,"賀陽郡",3,1,,,,,"大日本地名辞書","郡",
703,"会津",3,1,,,,,"大日本地名辞書","郡",
704,"海上郡",3,1,,,,,"大日本地名辞書","郡",
705,"海草郡",3,1,,,,,"大日本地名辞書","郡",
706,"海津郡",3,1,,,,,"大日本地名辞書","郡",
707,"海部郡",3,1,,,,,"大日本地名辞書","郡",
708,"額田郡",3,1,,,,,"大日本地名辞書","郡",
709,"葛野郡",3,1,,,,,"大日本地名辞書","郡",
710,"樺戸郡",3,1,,,,,"大日本地名辞書","郡",
711,"蒲生郡",3,1,,,,,"大日本地名辞書","郡",
712,"鎌倉郡",3,1,,,,,"大日本地名辞書","郡",
713,"茅部郡",3,1,,,,,"大日本地名辞書","郡",
714,"刈羽郡",3,1,,,,,"大日本地名辞書","郡",
715,"刈田郡",3,1,,,,,"大日本地名辞書","郡",
716,"甘楽郡",3,1,,,,,"大日本地名辞書","郡",
717,"肝属郡",3,1,,,,,"大日本地名辞書","郡",
718,"岩瀬郡",3,1,,,,,"大日本地名辞書","郡",
719,"岩船郡",3,1,,,,,"大日本地名辞書","郡",
720,"岩内郡",3,1,,,,,"大日本地名辞書","郡",
721,"岩美郡",3,1,,,,,"大日本地名辞書","郡",
722,"企救郡",3,1,,,,,"大日本地名辞書","郡",
723,"喜多郡",3,1,,,,,"大日本地名辞書","郡",
724,"気高郡",3,1,,,,,"大日本地名辞書","郡",
725,"気仙郡",3,1,,,,,"大日本地名辞書","郡",
726,"紀伊郡",3,1,,,,,"大日本地名辞書","郡",
727,"亀田郡",3,1,,,,,"大日本地名辞書","郡",
728,"菊池郡",3,1,,,,,"大日本地名辞書","郡",
729,"吉城郡",3,1,,,,,"大日本地名辞書","郡",
730,"吉田郡",3,1,,,,,"大日本地名辞書","郡",
731,"吉敷郡",3,1,,,,,"大日本地名辞書","郡",
732,"吉野郡",3,1,,,,,"大日本地名辞書","郡",
733,"橘樹郡",3,1,,,,,"大日本地名辞書","郡",
734,"杵島郡",3,1,,,,,"大日本地名辞書","郡",
735,"久遠郡",3,1,,,,,"大日本地名辞書","郡",
736,"久慈郡",3,1,,,,,"大日本地名辞書","郡",
737,"久世郡",3,1,,,,,"大日本地名辞書","郡",
738,"久米郡",3,1,,,,,"大日本地名辞書","郡",
739,"久良岐郡",3,1,,,,,"大日本地名辞書","郡",
740,"宮古",3,1,,,,,"大日本地名辞書","郡",
741,"宮崎郡",3,1,,,,,"大日本地名辞書","郡",
742,"宮城郡",3,1,,,,,"大日本地名辞書","郡",
743,"球磨郡",3,1,,,,,"大日本地名辞書","郡",
744,"牛込区",3,1,,,,,"大日本地名辞書","郡",
745,"京橋区",3,1,,,,,"大日本地名辞書","郡",
746,"京都",3,1,,,,,"大日本地名辞書","郡",
747,"京都郡",3,1,,,,,"大日本地名辞書","郡",
748,"玉造郡",3,1,,,,,"大日本地名辞書","郡",
749,"玉名郡",3,1,,,,,"大日本地名辞書","郡",
750,"九戸郡",3,1,,,,,"大日本地名辞書","郡",
751,"玖珂郡",3,1,,,,,"大日本地名辞書","郡",
752,"玖珠郡",3,1,,,,,"大日本地名辞書","郡",
753,"空知郡",3,1,,,,,"大日本地名辞書","郡",
754,"釧路郡",3,1,,,,,"大日本地名辞書","郡",
755,"窪屋郡",3,1,,,,,"大日本地名辞書","郡",
756,"熊毛郡",3,1,,,,,"大日本地名辞書","郡",
757,"熊野郡",3,1,,,,,"大日本地名辞書","郡",
758,"栗原郡",3,1,,,,,"大日本地名辞書","郡",
759,"栗太郡",3,1,,,,,"大日本地名辞書","郡",
760,"桑田郡",3,1,,,,,"大日本地名辞書","郡",
761,"桑名郡",3,1,,,,,"大日本地名辞書","郡",
762,"君津郡",3,1,,,,,"大日本地名辞書","郡",
763,"群馬郡",3,1,,,,,"大日本地名辞書","郡",
764,"郡上郡",3,1,,,,,"大日本地名辞書","郡",
765,"恵那郡",3,1,,,,,"大日本地名辞書","郡",
766,"結城郡",3,1,,,,,"大日本地名辞書","郡",
767,"犬上郡",3,1,,,,,"大日本地名辞書","郡",
768,"古宇郡",3,1,,,,,"大日本地名辞書","郡",
769,"古志郡",3,1,,,,,"大日本地名辞書","郡",
770,"古平郡",3,1,,,,,"大日本地名辞書","郡",
771,"五島",3,1,,,,,"大日本地名辞書","郡",
772,"吾妻郡",3,1,,,,,"大日本地名辞書","郡",
773,"吾川郡",3,1,,,,,"大日本地名辞書","郡",
774,"後月郡",3,1,,,,,"大日本地名辞書","郡",
775,"御調郡",3,1,,,,,"大日本地名辞書","郡",
776,"御野郡",3,1,,,,,"大日本地名辞書","郡",
777,"厚岸郡",3,1,,,,,"大日本地名辞書","郡",
778,"厚狭郡",3,1,,,,,"大日本地名辞書","郡",
779,"厚田郡",3,1,,,,,"大日本地名辞書","郡",
780,"広尾郡",3,1,,,,,"大日本地名辞書","郡",
781,"更級郡",3,1,,,,,"大日本地名辞書","郡",
782,"江刺郡",3,1,,,,,"大日本地名辞書","郡",
783,"江沼郡",3,1,,,,,"大日本地名辞書","郡",
784,"江捉",3,1,,,,,"大日本地名辞書","郡",
785,"甲賀郡",3,1,,,,,"大日本地名辞書","郡",
786,"糠部郡",3,1,,,,,"大日本地名辞書","郡",
787,"行方郡",3,1,,,,,"大日本地名辞書","郡",
788,"香取郡",3,1,,,,,"大日本地名辞書","郡",
789,"香川郡",3,1,,,,,"大日本地名辞書","郡",
790,"香美郡",3,1,,,,,"大日本地名辞書","郡",
791,"高岡郡",3,1,,,,,"大日本地名辞書","郡",
792,"高座郡",3,1,,,,,"大日本地名辞書","郡",
793,"高市郡",3,1,,,,,"大日本地名辞書","郡",
794,"高田郡",3,1,,,,,"大日本地名辞書","郡",
795,"高島郡",3,1,,,,,"大日本地名辞書","郡",
796,"高来郡",3,1,,,,,"大日本地名辞書","郡",
797,"麹町区",3,1,,,,,"大日本地名辞書","郡",
798,"国後",3,1,,,,,"大日本地名辞書","郡",
799,"国埼郡",3,1,,,,,"大日本地名辞書","郡",
800,"国頭",3,1,,,,,"大日本地名辞書","郡",
801,"黒川郡",3,1,,,,,"大日本地名辞書","郡",
802,"今立郡",3,1,,,,,"大日本地名辞書","郡",
803,"根室郡",3,1,,,,,"大日本地名辞書","郡",
804,"佐賀郡",3,1,,,,,"大日本地名辞書","郡",
805,"佐久郡",3,1,,,,,"大日本地名辞書","郡",
806,"佐波郡",3,1,,,,,"大日本地名辞書","郡",
807,"佐伯郡",3,1,,,,,"大日本地名辞書","郡",
808,"佐用郡",3,1,,,,,"大日本地名辞書","郡",
809,"沙流郡",3,1,,,,,"大日本地名辞書","郡",
810,"最上",3,1,,,,,"大日本地名辞書","郡",
811,"最上郡",3,1,,,,,"大日本地名辞書","郡",
812,"坂井郡",3,1,,,,,"大日本地名辞書","郡",
813,"坂田郡",3,1,,,,,"大日本地名辞書","郡",
814,"札幌郡",3,1,,,,,"大日本地名辞書","郡",
815,"薩摩郡",3,1,,,,,"大日本地名辞書","郡",
816,"三井郡",3,1,,,,,"大日本地名辞書","郡",
817,"三浦郡",3,1,,,,,"大日本地名辞書","郡",
818,"三原郡",3,1,,,,,"大日本地名辞書","郡",
819,"三戸郡",3,1,,,,,"大日本地名辞書","郡",
820,"三好郡",3,1,,,,,"大日本地名辞書","郡",
821,"三重郡",3,1,,,,,"大日本地名辞書","郡",
822,"三石郡",3,1,,,,,"大日本地名辞書","郡",
823,"三池郡",3,1,,,,,"大日本地名辞書","郡",
824,"三瀦郡",3,1,,,,,"大日本地名辞書","郡",
825,"三島郡",3,1,,,,,"大日本地名辞書","郡",
826,"三方郡",3,1,,,,,"大日本地名辞書","郡",
827,"三豊郡",3,1,,,,,"大日本地名辞書","郡",
828,"三養基郡",3,1,,,,,"大日本地名辞書","郡",
829,"山越郡",3,1,,,,,"大日本地名辞書","郡",
830,"山県郡",3,1,,,,,"大日本地名辞書","郡",
831,"山香郡",3,1,,,,,"大日本地名辞書","郡",
832,"山田郡",3,1,,,,,"大日本地名辞書","郡",
833,"山武郡",3,1,,,,,"大日本地名辞書","郡",
834,"山辺郡",3,1,,,,,"大日本地名辞書","郡",
835,"山北",3,1,,,,,"大日本地名辞書","郡",
836,"山本郡",3,1,,,,,"大日本地名辞書","郡",
837,"山門郡",3,1,,,,,"大日本地名辞書","郡",
838,"四谷区",3,1,,,,,"大日本地名辞書","郡",
839,"市原郡",3,1,,,,,"大日本地名辞書","郡",
840,"志太郡",3,1,,,,,"大日本地名辞書","郡",
841,"志田郡",3,1,,,,,"大日本地名辞書","郡",
842,"志摩郡",3,1,,,,,"大日本地名辞書","郡",
843,"枝幸郡",3,1,,,,,"大日本地名辞書","郡",
844,"糸島郡",3,1,,,,,"大日本地名辞書","郡",
845,"紫波郡",3,1,,,,,"大日本地名辞書","郡",
846,"児玉郡",3,1,,,,,"大日本地名辞書","郡",
847,"児島郡",3,1,,,,,"大日本地名辞書","郡",
848,"児湯郡",3,1,,,,,"大日本地名辞書","郡",
849,"滋賀郡",3,1,,,,,"大日本地名辞書","郡",
850,"爾志郡",3,1,,,,,"大日本地名辞書","郡",
851,"鹿角郡",3,1,,,,,"大日本地名辞書","郡",
852,"鹿玉郡",3,1,,,,,"大日本地名辞書","郡",
853,"鹿児島郡",3,1,,,,,"大日本地名辞書","郡",
854,"鹿足郡",3,1,,,,,"大日本地名辞書","郡",
855,"鹿島郡",3,1,,,,,"大日本地名辞書","郡",
856,"鹿本郡",3,1,,,,,"大日本地名辞書","郡",
857,"宍粟郡",3,1,,,,,"大日本地名辞書","郡",
858,"室蘭郡",3,1,,,,,"大日本地名辞書","郡",
859,"柴田郡",3,1,,,,,"大日本地名辞書","郡",
860,"芝区",3,1,,,,,"大日本地名辞書","郡",
861,"射水郡",3,1,,,,,"大日本地名辞書","郡",
862,"斜里郡",3,1,,,,,"大日本地名辞書","郡",
863,"珠洲郡",3,1,,,,,"大日本地名辞書","郡",
864,"首里",3,1,,,,,"大日本地名辞書","郡",
865,"寿都郡",3,1,,,,,"大日本地名辞書","郡",
866,"周吉郡",3,1,,,,,"大日本地名辞書","郡",
867,"周桑郡",3,1,,,,,"大日本地名辞書","郡",
868,"周智郡",3,1,,,,,"大日本地名辞書","郡",
869,"宗像郡",3,1,,,,,"大日本地名辞書","郡",
870,"宗谷郡",3,1,,,,,"大日本地名辞書","郡",
871,"秋鹿郡",3,1,,,,,"大日本地名辞書","郡",
872,"十勝郡",3,1,,,,,"大日本地名辞書","郡",
873,"出雲郡",3,1,,,,,"大日本地名辞書","郡",
874,"出水郡",3,1,,,,,"大日本地名辞書","郡",
875,"出石郡",3,1,,,,,"大日本地名辞書","郡",
876,"駿東郡",3,1,,,,,"大日本地名辞書","郡",
877,"楯縫郡",3,1,,,,,"大日本地名辞書","郡",
878,"勝浦郡",3,1,,,,,"大日本地名辞書","郡",
879,"勝田郡",3,1,,,,,"大日本地名辞書","郡",
880,"小笠郡",3,1,,,,,"大日本地名辞書","郡",
881,"小県郡",3,1,,,,,"大日本地名辞書","郡",
882,"小城郡",3,1,,,,,"大日本地名辞書","郡",
883,"小石川区",3,1,,,,,"大日本地名辞書","郡",
884,"小樽郡",3,1,,,,,"大日本地名辞書","郡",
885,"小田郡",3,1,,,,,"大日本地名辞書","郡",
886,"小豆郡",3,1,,,,,"大日本地名辞書","郡",
887,"松浦郡",3,1,,,,,"大日本地名辞書","郡",
888,"松前郡",3,1,,,,,"大日本地名辞書","郡",
889,"沼隈郡",3,1,,,,,"大日本地名辞書","郡",
890,"上磯郡",3,1,,,,,"大日本地名辞書","郡",
891,"上京",3,1,,,,,"大日本地名辞書","郡",
892,"上高井郡",3,1,,,,,"大日本地名辞書","郡",
893,"上新川郡",3,1,,,,,"大日本地名辞書","郡",
894,"上川郡",3,1,,,,,"大日本地名辞書","郡",
895,"上道郡",3,1,,,,,"大日本地名辞書","郡",
896,"上浮穴郡",3,1,,,,,"大日本地名辞書","郡",
897,"上閉伊郡",3,1,,,,,"大日本地名辞書","郡",
898,"上房郡",3,1,,,,,"大日本地名辞書","郡",
899,"上毛郡",3,1,,,,,"大日本地名辞書","郡",
900,"城崎郡",3,1,,,,,"大日本地名辞書","郡",
901,"常呂郡",3,1,,,,,"大日本地名辞書","郡",
902,"埴科郡",3,1,,,,,"大日本地名辞書","郡",
903,"飾磨郡",3,1,,,,,"大日本地名辞書","郡",
904,"色丹",3,1,,,,,"大日本地名辞書","郡",
905,"信夫郡",3,1,,,,,"大日本地名辞書","郡",
906,"新冠郡",3,1,,,,,"大日本地名辞書","郡",
907,"新居郡",3,1,,,,,"大日本地名辞書","郡",
908,"新治郡",3,1,,,,,"大日本地名辞書","郡",
909,"新田郡",3,1,,,,,"大日本地名辞書","郡",
910,"榛原郡",3,1,,,,,"大日本地名辞書","郡",
911,"深安郡",3,1,,,,,"大日本地名辞書","郡",
912,"深川区",3,1,,,,,"大日本地名辞書","郡",
913,"真岡支庁区",3,1,,,,,"大日本地名辞書","郡",
914,"真壁郡",3,1,,,,,"大日本地名辞書","郡",
915,"神崎郡",3,1,,,,,"大日本地名辞書","郡",
916,"神埼郡",3,1,,,,,"大日本地名辞書","郡",
917,"神田区",3,1,,,,,"大日本地名辞書","郡",
918,"神門郡",3,1,,,,,"大日本地名辞書","郡",
919,"仁多郡",3,1,,,,,"大日本地名辞書","郡",
920,"諏訪郡",3,1,,,,,"大日本地名辞書","郡",
921,"水内郡",3,1,,,,,"大日本地名辞書","郡",
922,"世羅郡",3,1,,,,,"大日本地名辞書","郡",
923,"瀬棚郡",3,1,,,,,"大日本地名辞書","郡",
924,"勢多郡",3,1,,,,,"大日本地名辞書","郡",
925,"生駒郡",3,1,,,,,"大日本地名辞書","郡",
926,"西宇和郡",3,1,,,,,"大日本地名辞書","郡",
927,"西蒲原郡",3,1,,,,,"大日本地名辞書","郡",
928,"西山梨郡",3,1,,,,,"大日本地名辞書","郡",
929,"西春日井郡",3,1,,,,,"大日本地名辞書","郡",
930,"西諸県郡",3,1,,,,,"大日本地名辞書","郡",
931,"西村山郡",3,1,,,,,"大日本地名辞書","郡",
932,"西多摩",3,1,,,,,"大日本地名辞書","郡",
933,"西置賜郡",3,1,,,,,"大日本地名辞書","郡",
934,"西筑摩郡",3,1,,,,,"大日本地名辞書","郡",
935,"西津軽郡",3,1,,,,,"大日本地名辞書","郡",
936,"西田川郡",3,1,,,,,"大日本地名辞書","郡",
937,"西伯郡",3,1,,,,,"大日本地名辞書","郡",
938,"西白河郡",3,1,,,,,"大日本地名辞書","郡",
939,"西八代郡",3,1,,,,,"大日本地名辞書","郡",
940,"西磐井郡",3,1,,,,,"大日本地名辞書","郡",
941,"西彼杵郡",3,1,,,,,"大日本地名辞書","郡",
942,"西牟婁郡",3,1,,,,,"大日本地名辞書","郡",
943,"西頸城郡",3,1,,,,,"大日本地名辞書","郡",
944,"静内郡",3,1,,,,,"大日本地名辞書","郡",
945,"石狩郡",3,1,,,,,"大日本地名辞書","郡",
946,"石城郡",3,1,,,,,"大日本地名辞書","郡",
947,"石川郡",3,1,,,,,"大日本地名辞書","郡",
948,"積丹郡",3,1,,,,,"大日本地名辞書","郡",
949,"赤坂区",3,1,,,,,"大日本地名辞書","郡",
950,"赤坂郡",3,1,,,,,"大日本地名辞書","郡",
951,"赤穂郡",3,1,,,,,"大日本地名辞書","郡",
952,"設楽郡",3,1,,,,,"大日本地名辞書","郡",
953,"仙北郡",3,1,,,,,"大日本地名辞書","郡",
954,"先島群島",3,1,,,,,"大日本地名辞書","郡",
955,"千歳郡",3,1,,,,,"大日本地名辞書","郡",
956,"千葉郡",3,1,,,,,"大日本地名辞書","郡",
957,"占守",3,1,,,,,"大日本地名辞書","郡",
958,"川上郡",3,1,,,,,"大日本地名辞書","郡",
959,"川辺郡",3,1,,,,,"大日本地名辞書","郡",
960,"泉南郡",3,1,,,,,"大日本地名辞書","郡",
961,"泉北郡",3,1,,,,,"大日本地名辞書","郡",
962,"浅井郡",3,1,,,,,"大日本地名辞書","郡",
963,"浅口郡",3,1,,,,,"大日本地名辞書","郡",
964,"浅草区",3,1,,,,,"大日本地名辞書","郡",
965,"船井郡",3,1,,,,,"大日本地名辞書","郡",
966,"双葉郡",3,1,,,,,"大日本地名辞書","郡",
967,"匝瑳郡",3,1,,,,,"大日本地名辞書","郡",
968,"早良郡",3,1,,,,,"大日本地名辞書","郡",
969,"相楽郡",3,1,,,,,"大日本地名辞書","郡",
970,"相馬郡",3,1,,,,,"大日本地名辞書","郡",
